tollgate_id,time_window,direction,volume
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,46.9189
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,34.9029
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,35.6629
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,30.9967
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,42.979
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,24.4412
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,26.5887
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,38.6827
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,40.1502
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,33.8388
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,36.6516
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,59.4005
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,50.2158
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,32.4442
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,44.5673
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,34.7968
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,37.1334
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,44.5677
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,37.986
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,51.4485
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,40.1893
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,47.8096
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,55.1053
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,38.9051
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,30.1047
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,32.1763
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,28.3253
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,27.3757
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,22.5994
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,118.779
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,113.591
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,143.879
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,121.66
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,116.988
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,130.885
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,101.854
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,107.581
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,110.455
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,78.4257
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,81.0694
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,55.9357
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,112.356
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,110.748
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,125.769
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,109.271
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,105.274
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,99.5813
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,78.9001
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,88.8866
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,95.391
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,67.2342
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,72.4739
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,51.353
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,115.1
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,113.478
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,132.826
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,110.252
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,105.327
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,97.8844
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,97.6023
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,100.579
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,107.633
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,75.2512
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,86.1527
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,57.9299
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,106.047
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,99.7217
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,123.404
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,113.489
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,116.163
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,103.095
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,101.353
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,105.69
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,116.629
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,76.2409
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,92.8906
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,74.2043
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,67.9904
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,62.1016
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,89.3645
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,72.2756
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,85.9459
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,83.7931
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,84.0669
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,91.0368
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,97.8589
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,70.3834
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,79.8929
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,51.7946
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,67.3593
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,47.2122
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,77.6514
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,79.6324
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,93.0464
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,84.317
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,105.265
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,107.081
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,102.492
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,71.6632
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,85.5637
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,57.2809
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,130.094
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,127.472
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,126.572
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,124.528
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,127.104
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,112.088
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,99.5487
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,104.376
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,110.957
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,67.0301
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,81.444
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,71.2673
2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,116.932
2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,107.225
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,132.293
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,96.7294
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,92.2468
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,83.0672
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,69.9347
2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,50.5286
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,69.737
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,59.2719
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,57.3166
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,57.7486
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,109.156
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,109.103
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,105.889
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,94.7145
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,97.2141
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,73.8285
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,56.4323
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,48.9391
2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,63.3118
2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,47.537
2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,47.9265
2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,48.8274
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,114.469
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,107.428
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,121.061
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,118.978
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,96.6299
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,77.8713
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,67.0335
2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,59.7207
2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,71.8006
2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,57.798
2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,55.8307
2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,51.9441
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,98.8091
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,93.1735
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,121.177
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,102.075
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,107.243
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,80.5322
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,79.6394
2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,76.7382
2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,84.1556
2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,62.0618
2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,66.7597
2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,60.4346
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,53.802
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,59.5865
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,84.7606
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,68.1075
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,97.1904
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,102.872
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,63.8441
2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,63.5285
2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,66.3903
2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,55.7759
2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,51.2373
2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,47.1222
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,41.9276
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,38.6863
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,64.6268
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,70.6474
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,71.4813
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,68.3696
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,63.6401
2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,57.9506
2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,65.1638
2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,52.8545
2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,55.6073
2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,43.812
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,131.912
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,129.637
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,123.566
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,107.232
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,110.595
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,81.4616
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,75.0248
2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,67.0542
2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,68.2185
2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,59.3837
2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,56.2487
2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,44.9364
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,168.126
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,164.533
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,194.806
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,157.298
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,141.598
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,136.963
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,110.891
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,100.366
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,111.459
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,81.2197
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,80.6829
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,66.5033
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,150.693
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,158.021
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,155.646
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,148.505
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,142.223
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,123.76
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,95.9928
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,98.2011
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,97.1296
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,81.3039
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,75.6079
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,53.5105
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,136.275
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,134.811
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,147.491
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,121.436
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,118.711
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,112.451
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,118.296
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,116.982
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,107.786
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,76.728
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,82.4239
3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,71.0279
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,154.081
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,158.161
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,167.102
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,155.695
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,155.637
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,129.162
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,142.144
3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,126.109
3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,119.291
3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,93.0866
3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,86.8486
3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,70.4177
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,96.3283
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,91.1632
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,111.001
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,98.0275
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,96.3248
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,122.529
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,101.116
3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,93.534
3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,97.0715
3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,77.8393
3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,70.5231
3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,60.0442
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,93.1717
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,79.7095
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,98.8074
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,98.8259
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,107.774
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,74.519
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,115.707
3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,101.583
3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,105.328
3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,81.1167
3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,83.7932
3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,66.8665
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,170.285
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,179.416
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,174.8
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,155.672
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,150.076
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,129.259
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,110.075
3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,103.193
3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,97.1166
3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,91.0575
3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,84.1904
3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,70.0744
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,117.499
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,112.896
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,125.612
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,120.204
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,131.256
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,101.749
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,84.7527
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,84.1847
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,101.431
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,73.4475
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,76.7255
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,78.4809
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,108.294
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,109.5
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,134.697
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,113.387
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,122.829
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,99.4381
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,76.6205
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,79.1842
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,88.8174
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,72.518
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,69.5628
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,84.9963
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,102.491
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,106.705
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,129.465
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,122.165
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,122.814
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,99.567
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,81.3323
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,82.8787
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,96.4673
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,77.0801
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,71.5888
